noi_dung_binh_luan,id,sentiment
mặt_nạ chất tiếc_chất chất_dư mặt đắp mặt_nạ ẩm tốt mụn nội_tiết trộm_vía đắp dịu dịu,18330,Positive
xài lắm xài_mê giá,18331,Positive
dễ_dàng thoải_mái thư_giãn,18332,Positive
rẻ tốt không_bị rách,18333,Positive
tẩy hồi mụn viêm má treatment azelaic_acid êm cảm_giác thích í nói_chuyện thích lắm rcm,18334,Positive
màu tím đậm mụn trộm_vía đắp ưng lành_tính mặt nhièu_dưỡng chất,18335,Positive
sản_phẩm tệ cảm_giác lừa_đảo,18336,Negative
sản_phẩm tốt,18337,Positive
mặt_nạ tốt,18338,Positive
màu xám dầu_tẩy sạch hơi nhớt tiếp_xúc,18339,Positive
dễ_dàng thoải_mái thư_giãn,18340,Positive
giá rẻ tuần mụn_sài không_finish gọi_là đỉnh mướt mượt_dữ lắm nâng tone nhẹ,18341,Positive
sợ tốt thẩm_thấu nhờn_rít khó_chịu,18342,Positive
đỉnh vô mát,18343,Positive
sản_phẩm hiệu_quả,18344,Positive
dầu mụn_ẩn chữ xài không_phù_hợp hơi nóng nổi đống mụn nhận_xét xĩu khuyên mạng hỉu kĩ_loại hợp sài đấyyêu,18345,Positive
chất_lượng không_tốt không_khuyên,18346,Negative
sản_phẩm shop hàng hãng giá_cả rẻ hàng,18348,Positive
giá_cả chất_lượng tốt,18349,Positive
lỏng trét,18350,Positive
bóng,18351,Positive
thích hasaki sản_phẩm tẩy,18352,Positive
hàng đóng_gói kĩ,18353,Positive
sản_phẩm lành_tính mụn nhạy_cảm giúp sạch độ_ẩm lâu_dài,18354,Positive
xài mùi thơm,18355,Positive
mẫu bì đợt,18356,Positive
dễ_dàng thoải_mái thư_giãn,18357,Positive
serum chưa_sài dọt,18358,Positive
dòng nổi bọt_hơi,18359,Positive
dầu mụn nhạy_cảm kĩ_thôi chữ cánh mũi_ý ẩm_mặt không_là đau chăm_tẩy chết tuần ổn khỏe tuần,18360,Positive
sản phầm thích,18362,Positive
sản_phẩm toàn làn nhạy_cảm bàn vết thâm_mụn kiên_trì tuần vết_thâm nọ_biến dần mờ hẳn_đình trắng mịn màu hẳn shop tặng bông_tẩy hàng shop,18363,Positive
sản_phẩm tốt giá_thành sài bha thời hiệu quảyêu đi,18364,Positive
treatment chống nắng hóa_học cần_tẩy kĩ_khuyên dầu_tẩy sạch,18365,Positive
đắp mặt_nạ không_phải_đắp hiệu_quả không_đâu hasaki gói hàng tốt đắp xài retinol không_rát nóng_đắp ẩm chất dư không_muốn bôi mắc,18366,Positive
hàng hàng mẫu hàng,18367,Positive
không_chống nắng tuần mê nâng_tông lắm giá hời dầu bôi chiều mặt khô_ráo không_đỗ dầu,18368,Positive
mơ sản_phẩm hãng hạt thô thích hạt mềm_không_gây khô rát thơm thơm hóa học,18369,Positive
sản_phẩm sữa_rửa mặt sản_phẩm tốt không_bị căng cứng_rửa kiềm dầu tốt dược mỹ_phẩm toàn lành_tính sản_phẩm chân_ái mụn dầu,18370,Positive
sản_phẩm chất_lượng giá hạt_dẻ cảm_nhận đầu miếng đắp thử căng mượt hôm rửa mặt tông trắng_sắng hẳn thích lắm,18371,Positive
dễ_dàng thoải_mái giản,18372,Positive
tốt,18373,Positive
sản_phẩm khô tốt xài khô_trời lạnh khô_ráp vảy nứt ngứa sản_phẩm toner serum_dưỡng ẩm klair dịu liền,18374,Positive
sữa chống nắng thấm trắng kiểu đánh lớp phấn_mỏng mùi cồn không_thích thích sữa chống nắng anesa,18375,Positive
dễ_dàng thoải_mái thư_giãn,18376,Positive
dễ_dàng thoải_mái thư_giãn,18377,Positive
sản_phẩm tốt,18378,Positive
mùi hương dễ_chịu mát giá_thành,18380,Positive
dễ_dàng,18382,Positive
màu xám dầu_tẩy sạch hơi nhớt tiếp_xúc,18383,Positive
dễ_dàng thoải_mái thư_giản,18384,Positive
chân_ái đi lịch chống nắng nâng tông,18386,Positive
mùi dừa thơm thư_giản_rửa mịn hẳn típ,18387,Positive
độ sản_phẩm chất bù toner rửa mặt thích cảm_giác bọt sửa rửa mặt,18388,Negative
vô_thưởng vô_phạt lắm đơn_giản dịu_dưỡng,18389,Negative
nsx hsd bì shop không_trả,18390,Negative
hàng tốt,18391,Negative
sản phảm sài tốt hàng,18392,Positive
giá tốt_trừ hàng chậm,18393,Positive
dầu_xài kết_hợp toner hãng đẩy mụn hiệu_quả mụn đẩy đi nhân mụn thơm mùi lắc lớp dầu,18394,Positive
không,18395,Negative
dịch_vụ sản_phẩm kém,18396,Negative
sản_phẩm chất_lượng,18397,Positive
mặt_nạ mùi thơm nhẹ nhẹ dễ_chịu dưỡng chất,18399,Positive
xài ní miếng dán mỏng siêu_tệp hút_nhân mụn siêu_đỉnh dán đêm dậy hút nhân_mụn,18401,Positive
thử nóng_rát kiểu bỏng đỡ hiệu_quả,18402,Positive
tuýt hiệu_quả dưỡng_ẩm cải_thiện quầng thâm_mắt tác_dụng tùy hiệu_quả,18404,Positive
sản_phẩm tốt_đáng,18405,Positive
kcn kiềm dầu_ổn mụn ẩn_không_biết,18406,Negative
sản_phẩm tốt_nhẹ,18407,Positive
hiệu_quả lắm,18408,Positive
trộm vía_hợp olay,18409,Positive
sản_phẩm cấp_nước tốt,18410,Positive
mẫu cảm_giác dưỡng_chất củ,18411,Positive
sản_phẩm srm_ưng chưa_xài cerave đỉnh dầu mụn_khảo ẻm không_phí tiền,18412,Positive
chống nắng treament phổ rộng chống finish đẹp,18413,Positive
mùi dễ_chịu,18414,Positive
dòng garnier giá_cả mềm ổn,18415,Positive
sẵn dự_phòng sài êm sài mỏng nhẹ nma không_phù_hợp skincare nặng_đô nắng môi_trường vợ_chồng tiếp_xúc nắng sài,18416,Positive
chất_lượng tốt,18419,Positive
xài nửa cảm_nhận ẩm cấp_nước ổn,18420,Positive
kcn thích_hợp hằng thấm lắm lớp mỏng nhẹ chống dạng chất mùa đông khô,18421,Positive
xài thích lắm,18422,Positive
dễ_dàng thoải_mái thư_giãn,18423,Positive
làm_việc ngoài_trời xịt_dặm khỏe mất_công_bôi đi bôi kcn gọn_xách đi tiện,18424,Positive
sáp_tẩy,18425,Positive
kiểm_dầu không_như đợi,18426,Negative
hôm hàng nhiệt_tình vãi đợt giá sản_phẩm mùi thơm xài_nà yêu,18427,Positive
kcn ổn á_kiềm dầu tốt nâng tông đi nắng không_thấy sạm,18428,Positive
sản_phẩm tốt chất_lượng lắm shop hàng,18430,Positive
kiềm dầu tốt dầu kìm_dầu tốt trắng_bệt trưa dặm khả_năng chống nắng,18431,Positive
mặt_nạ tốt,18432,Positive
hàng hơi sản_phẩm hãng á_chất lỏng nhẹ thấm_kiềm dầu_ổn lắm rẩt recomended dầu chống nắng,18433,Positive
hạt cứng_bạn nổi mụn cân_nhắc thơm đỉnh,18434,Positive
sản_phẩm tốt,18435,Positive
thích hatashi,18436,Positive
tuần thương_hiệu đắt tiền kiểu tiền hít đồ thơm,18437,Positive
thông_số xuất_xứ pháp sản_phẩm quốc,18438,Negative
phấn_xài không_bị_xước sơ_mình chất xài tốt,18439,Positive
hasaki klenzit tiện,18440,Positive
tẩy chết mặt ổn,18441,Positive
sản_phẩm trưa hàng lắm giá_cả ủng_hộ hasaki,18442,Positive
phục_hồi hơi đỉnh á_mình shop,18443,Positive
date,18444,Positive
sài thích lắm thử,18445,Positive
nước_tẩy lắm hợp dầu mụn_giá vừa_phải tặng dưỡng thích ẩm,18446,Positive
sản_phẩm tốt,18447,Positive
cửa_hàng tặng mẫu xài êm cảm_giác xài ẩm mịn_màng,18448,Positive
đỉnh vô mát,18449,Positive
yêu_thương vô_cùng dính cosrx bác_sĩ chẩn_đoán tiết_bã cosrx không_đủ sạch không_giảm mờ ê_mê sạch sâu_rửa mặt thoáng cực mềm_không_khô ổn tiếp acid hợp_lý sạch sâu_thoáng không_khô căng dần,18450,Positive
chất đặc mùi dầu_xả á_kiềm dầu ổn_dạ hơi ngăm bôi lớp mỏng không_là nâng tone trắng bóc dầu mụn nổi mụn_sài dễ_chịu,18451,Positive
toner mùi dễ_chịu rửa mặt mặt dịu ẩm tốt,18452,Positive
sản_phẩm ổn quà tặng kèm,18453,Positive
ưng_ý chê dòng kiềm dầu ổn không_bết dính nâng tone đẹp hổng xiền khảo,18455,Positive
sản_phẩm tốt,18456,Positive
dễ_dàng thoải_mái thư_giãn,18458,Positive
khô dầu dầu mụn kích_ứng ngứa châm chích,18459,Negative
xài tốt_dưỡng chất chất_liệu mặt_nạ cực mỏng nhẹ êm_ái không_bị_xơ rát sản_phẩm,18460,Positive
tẩy mascara clio xịn thích mùi tẩy,18461,Positive
xài thử tuần kết_quả tốt ngừa mụn mặt mịn lắm mùi không_nồng ổn_áp lắm giới_thiệu xài mặt đổi rõ_rệt,18462,Positive
dầu chữ mụn viêm nắp dương_nhạt xài ổn không_lây mụn_ẩn nắp_dương đậm_xài mụn_ẩn,18463,Positive
tuyệt sạch_nhờn mụn,18465,Positive
sản_phẩm siêu_thích dầu mụn êm sạch không_nhờn_rít không_bị khô căng hài_lòng tiếp,18466,Positive
lành_tính lắm không_hề kén nhạy_cảm mạnh_dạng test thử nhá vệt trắng vón_cục,18467,Positive
mùi hương dễ_chịu mát giá_thành ổn,18468,Positive
hồi xài tg thử,18470,Positive
nâng tone trông tự_nhiên chất không_quá đặc không_quá lỏng không_bị vón lộ_vân mùi một_tí không_nồng lắm ổn,18471,Positive
màu màu tối dính khẩu kích_ứng,18472,Negative
mịn_mướt tưng,18473,Positive
đắp ngủ dậy rửa mặt mặt ẩm_hiệu ổn,18474,Positive
sản_phẩm tốt_đáng,18475,Positive
ấn_tượng,18476,Positive
đợt mụn srm nhẹ_nhàng thử,18477,Positive
xài á_tặng dễ_thương,18478,Positive
không_vào mặt_nạ xài không_vô xài miếng đỡ hẳn mụn xài đổi,18479,Positive
sản_phẩm sạch dịu nhẹ tích_khủng,18480,Positive
ngửi kỹ mùi duyệt hàng cực,18481,Positive
hà_lòng,18482,Positive
mềm,18483,Positive
mặt_nạ cồn nhạy_cảm cân_nhắc đầu cảm_giác đắp kiểu sức dầu hiệu_quả không_thần_thánh lắm mịn một_chút đắp,18484,Positive
tẩy_garnier năm_ngoái ưng_ý,18485,Positive
refreshing công_dụng chủ_yếu tẩy dầu mụn nhạy_cảm không_makeup bôi kcn khả_năng sạch ổn_tẩy kcn bụi_bẩn tẩy mềm_không_bị khô không_hề nhờn không_thấy kích_ứng không_bị nổi mụn,18487,Positive
tuyệt_không_bị căng rửa kèm ngừa mụn,18488,Positive
dễ_dàng thoải_mái thư dãn,18489,Positive
trị mụn_acne ưng đợt mụn má aply khoàng tuần đỡ hẳn chăm_chỉ xịn mịn xứng_đáng tiền,18490,Positive
viền_sắc rát_mặt xước mặt,18491,Negative
nắp lỏng,18492,Positive
sản_phẩm sạch không_bị khô mùi hơi_kì tuýp không_thấy tẹo xài lâu_dài,18494,Positive
đỉnh vô mát,18495,Positive
sản_phẩm tốt,18496,Positive
tốt hương_thơm mát mùi tràm trà ẩm tốt hàng tặng kèm hơi bùn,18497,Positive
hỗn_hợp dầu chữ xài bé lắm nâng tone nhẹ cỡ tiếng tone bthg sức đánh lớp phấn_phủ không_bết dính,18499,Positive
đắp ổn thiên_dầu đắp,18500,Positive
gói hàng vô_cùng cẩn_thận tẩy hasaki,18501,Positive
dịu nhẹ sạch,18502,Positive
dễ_dàng thoải_mái thư_giãn,18505,Positive
chú_ý sản_phẩm,18506,Negative
dòng sửa rửa mặt không_gây khô,18507,Positive
giá tiền,18508,Positive
dễ_dàng thoải_mái thư_giãn,18510,Positive
sài hủ ẩm mặc_dù dầu_sài tối mịn,18511,Positive
dám xài mặt hàm_lượng cồn xài hơi khô cồn rẻ ổn,18512,Positive
sản_phẩm tốt mềm_mại,18513,Positive
dễ_dàng thoải_mái thư_giãn,18514,Positive
hydroxy_complex tuýp ổn tầm tuần mụn xẹp hẳn không_bị khô đỏ thâm_phục_hồi mụn không_lên thời hàng đóng_gói sản_phẩm,18515,Positive
sản_phẩm tốt sạch sâu giúp_ích trị mụn hãng tích tiện,18516,Positive
sản_phẩm ổn chưa_phải lựa_chọn tốt,18518,Negative
rẻ,18519,Positive
dễ_dàng thoải_mái thư_giãn,18520,Positive
dễ_dàng thoải_mái thư_giãn,18521,Positive
sản_phẩm cầm mềm máy rửa mặt_khác shop đóng_gói cẩn_thận rửa êm nhẹ,18522,Positive
chưa_sử_dụng kêu không_phù_hợp sản_phẩm hasaki điện_thoại,18523,Positive
ổn sạch sâu,18524,Positive
sản_phẩm kém,18525,Negative
sản_phẩm lầm,18526,Negative
cấp_nước căng rát,18527,Positive
shop hàng không_thấy tặng tím,18528,Negative
mụn rõ_rệt nốt mụn_bọc khô xẹp dần,18529,Positive
mặt_nạ mỏng nhẹ mát_đắp độ_ẩm nhẹ_nhiên mùi mặt_nạ nồng_hơi hắc không_tự_nhiên lắm giá_thành rẻ,18530,Positive
ké mê không_mùi sạch nhẹ_dịu rửa sạch_ý lâu_dài không_nhưng_mê laroche,18531,Positive
chất ẩm mùi cồn hơi nồng,18532,Negative
giá rẻ sản_phẩm ổn thử chưa_tìm tốt,18533,Positive
sản_phẩm tốt sạch dịu nhẹ không_khô_tuýp hàng tuýp,18535,Positive
lắm đầu online đỡ tốn_công đi hợp dầu vàng_xỉn trắng á_bạn thích nâng tone trông tự_nhiên vệt bóng chống mồ_hôi tốt tẩy không_bị mụn giá_thành chất_lượng học,18536,Positive
nhẹ_nhàng thoải_mái thư_giãn,18537,Positive
xài cực tốt sạch không_bị khô,18538,Positive
mùi hương dễ_chịu mát giá_thành ổn,18539,Positive
sản_phẩm chê cực êm,18540,Positive
ngứa thời ổn không_xài_dưỡng ẩm_nhẹ,18541,Positive
hàng hasaki nowship hàng thân_thiện tận_tình sản_phẩm hasaki hài_lòng sản_phẩm đầy_đủ giá hời hãng khuyên chưa_sử_dụng chưa_biết review,18543,Positive
sản_phẩm tốt nhạy_cảm khuyên hiệu tẩy sạch dễ_chịu ưng_ý,18544,Positive
dòng nổi bọt_hơi,18545,Positive
thích hasaki sản_phẩm tẩy,18546,Positive
xài chê,18547,Positive
dễ_dàng thoải_mái thư_giãn,18548,Positive
ỏmg kiểu tươi_mát ẻm đi dịu rửa,18549,Positive
sản_phẩm tốt không_thấy quà tặng đi kèm,18550,Positive
độ sạch tội sạch rửa hơi khô không_mùi hợp dầu mụn xài nhớ_dưỡng ẩm_kĩ,18551,Positive
sài ổn dầu mụn hơi nhạy_cảm dần chấp_nhận mùi mùi xà_phòng tẩy hãng tưởng xà_phòng đi tẩy không_á không_lại mùi hương,18552,Negative
toner dưỡng ẩm tốt mùi thơm,18553,Positive
sản_phẩm chất_lượng,18554,Positive
ôm sát mặt ẩm tốt,18555,Positive
tuỵp thuận_tiện đi lịch_xức cảm_nhận dự_án mịn,18556,Positive
lông đỏ mụn,18557,Positive
mùi hương_dẽ mát_giá ởn_định sản_phẩm tốt,18558,Positive
dễ_dàng thoải_mái thư_giãn,18559,Positive
chân_ái đời xài không_biết_nhiêu tuýp rẻ bổ lắm trị mụn cực tốt mặt không_thuộc mỏng nhạy_cảm hàng sữa_rửa mặt mỏng xài tuần hồi mụn khủng_chỉ srm dẹp đống cưng ẻm lắm hơi,18560,Positive
hàng tư_vấn,18561,Positive
sản_phẩm không_bền thời,18562,Negative
đỉnh vô mướt_mát giá hơi chát tiền,18563,Positive
êm dương_cơ_bản,18564,Positive
cảm_giác mịn rõ_rệt,18565,Positive
hỗn_hợp thiên_dầu mụn ẩn_hàng cực_kì uống acnacare khô thử ổn cskn,18566,Positive
dầu mụn_tẩy meakup nhẹ không_nổi mụn không_kích_ứng không_hương_liệu cồn không_nhờn dính mượt không_khô,18567,Positive
chú_ý sản_phẩm đáp_ứng,18568,Negative
thích_hasaki phẩm_tẩy,18569,Positive
biển dầu mụn_tẩy sạch không_mắt không_nhờn_rích mềm thích review,18571,Positive
mùi hương dễ_chịu mát giá_thành ổn,18572,Positive
sản_phẩm tốt,18573,Positive
mờ thâm mụn kiên_trì quẹt tác_dụng liền nam_nữ sản_phẩm quất,18574,Positive
dễ_dàng thoải_mái thư_giãn,18575,Positive
dễ_dàng thoải_mái thư dãn,18578,Positive
sản_phẩm không_phù_hợp giá chất_lượng,18579,Negative
rât_hợp dầu mụn,18580,Positive
sản_phẩm tốt bảng thành toàn mà_còn sạch sâu thích nước_tẩy,18581,Positive
tích xài giá rẻ túi_tiền tẩy_ổn lì mắt dầu_tẩy tẩy mùi,18582,Positive
tốt mỏng mịn thấm chống nắng,18584,Positive
kuyen_yếu chống nắng đừng_nên kích_ứng lắm,18585,Negative
sản_phẩm_tệ,18586,Negative
tạm bôi bết_rích khó_chịu cực_kì phân_khúc giá rẻ skinaqua,18587,Negative
mềm_mềm mềm_mềm lắm mềm viền ép không_gây sát_thương set_miếng lợi,18588,Positive
